polarity,sentence,lem_words,lem_type
0.0,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",look menu be not lot choice most be dumpling appetizer section,VB NN VB RB NN NN RB VB NN NN NN
0.0,The place is small and cramped but the food is fantastic.,place be small cramped food be fantastic,NN VB JJ JJ NN VB JJ
0.0,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",bore inside sushi be pretty average tuna be soggy other roll have flavor,VB NN NN VB RB VB NN VB JJ JJ NN VB NN
0.0,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",be arrive noon place be empty staff act be impose be very rude,VB VB NN NN VB JJ NN VB VB VB VB RB JJ
0.0,"My husbands was perfect, my was well done and dry.",husband be perfect be well do dry,NN VB JJ VB RB VB JJ
0.0,The service was the only thing good about this restaurant.,service be only thing good restaurant,NN VB JJ NN JJ NN
0.0,Tiny dessert was $8.00...just plain overpriced for what it is.,tiny dessert be just plain overpriced be,JJ NN VB RB RB JJ VB
0.0,"Both times I was extremely dissappointed by the service, which was boarderline rude.",time be extremely dissappoint service be boarderline rude,NN VB RB VB NN VB JJ JJ
0.0,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",food be usually very good ocasionally wonder freshmess raw vegatable side order,NN VB RB RB JJ RB VB NN JJ NN NN NN
0.0,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,be downside be order delivery guy have major attitude,VB NN VB VB NN NN VB JJ NN
0.0,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,okay do not mind oily part cause most be cook way be way too bland,JJ VB RB VB JJ NN NN RB VB VB NN VB NN RB JJ
0.0,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",then top thing drop used silverware boyfriend jacket do not stop apologize clean mess be left clothe,RB VB NN VB JJ NN NN NN VB RB VB VB VB NN VB VB NN
0.0,The fish was not fresh and the rice tasted old and stale.,fish be not fresh rice taste old stale,NN VB RB JJ NN VB JJ JJ
0.0,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,wait staff be blantently unappreciative business best pie uws,JJ NN VB RB JJ NN JJ NN NN
0.0,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN
0.0,"they were dry and disgusting, i didn't even finish my first piece.",be dry disgusting do not even finish first piece,VB JJ JJ VB RB RB VB JJ NN
0.0,The soup for the udon was soy sauce and water.,soup be soy sauce water,NN VB NN NN NN
0.0,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN
0.0,Was surprisingly disappointed.,be surprisingly disappoint,VB RB VB
0.0,Probably would not go again...,probably not go again,RB RB VB RB
0.0,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN
0.0,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,be such rip small meat patty steamed bun not worth try,VB JJ VB JJ NN NN JJ NN RB JJ VB
0.0,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,be plan get dessert waitress basically bill have chance order,VB VB VB NN NN RB NN VB NN NN
0.0,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",be arrive noon place be empty staff act be impose be very rude,VB VB NN NN VB JJ NN VB VB VB VB RB JJ
0.0,The food was lousy - too sweet or too salty and the portions tiny.,food be lousy too sweet too salty portion tiny,NN VB JJ RB JJ RB JJ NN JJ
0.0,But the pizza is way to expensive.,pizza be way expensive,NN VB NN JJ
0.0,But who says Murray's is anything about service.,say murray be anything service,VB JJ VB NN NN
0.0,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,be not icing cake tiramisu resemble nothing have ever have,VB RB NN NN NN VB NN VB RB VB
0.0,The counter service is bad.,counter service be bad,JJ NN VB JJ
0.0,Price and quality of fish alone will keep us from making a return visit.,price quality fish alone keep make return visit,NN NN NN RB VB VB NN NN
0.0,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,ask open faced cheese sandwich manager basically tell take business elsewhere,VB VB JJ NN NN NN RB VB VB NN RB
0.0,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,be such rip small meat patty steamed bun not worth try,VB JJ VB JJ NN NN JJ NN RB JJ VB
0.0,NO PIZZA 33 for me!,pizza,NN
0.0,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food be decent best ambience well be matter opinion consider be sweet thing think be just annoying,NN VB JJ JJ NN RB VB NN NN VB VB JJ NN VB VB RB JJ
0.0,The worst excuse for Japanese food I've ever encountered.,worst excuse japanese food ve ever encounter,JJ NN JJ NN NN RB VB
0.0,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess waitress be incredibly rude do everything rush,NN NN VB RB JJ VB NN VB
0.0,This place is not worth the prices.,place be not price,NN VB RB NN
0.0,These are overpriced and you can get better just around the corner:,be overpriced get better just corner,VB JJ VB RB RB NN
0.0,Be sure not to get anything other than bagels!..,be sure not get anything other bagel,VB JJ RB VB NN JJ NN
0.0,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music blast system isnt great want pay least dollar bottle minimun then love here,NN VB NN VB JJ VB VB JJ NN NN NN RB VB RB
0.0,I thought this place was totally overrated.,think place be totally overrate,VB NN VB RB VB
0.0,"They're rude at times, and not very friendly.",re rude time not very friendly,NN JJ NN RB RB JJ
0.0,Prices too high for this cramped and unappealing resturant.,price too high cramped unappeal resturant,NN RB JJ JJ VB JJ
0.0,And I hate to say this but I doubt I'll ever go back. ,hate say doubt ll ever go back,NN VB NN NN RB VB RB
0.0,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",never bring complimentary noodle ignore repeated request sugar throw dish table,RB VB JJ NN VB JJ NN NN VB NN NN
0.0,"But, they were too big for the bun.",be too big bun,VB RB JJ NN
0.0,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",take mom mother day maitre be pretty rude,VB NN NN NN NN VB JJ JJ
0.0,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,traditional french decour be pleasant hall be rather noisy restaurant be full have raise voice be able maintain conversation,JJ JJ NN VB JJ NN VB RB JJ NN VB JJ VB VB NN VB JJ VB NN
0.0,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,be plan get dessert waitress basically bill have chance order,VB VB VB NN NN RB NN VB NN NN
0.0,The food was delicious but do not come here on a empty stomach.,food be delicious do not come here empty stomach,NN VB JJ VB RB VB RB JJ NN
0.0,I'm not picky - but it was actually gross.,not picky be actually gross,RB JJ VB RB JJ
0.0,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN
0.0,We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,be seat outside waiter spil red wine hot tea date,VB VB JJ NN VB JJ NN JJ NN NN
0.0,These are overpriced and you can get better just around the corner:,be overpriced get better just corner,VB JJ VB RB RB NN
0.0,If you want good authentic Thai this place is not the place to go.,want good authentic thai place be not place go,VB JJ JJ NN NN VB RB NN VB
0.0,We thought that this place is using too much of MSG cooking in the foods.,think place be used too much msg cooking food,VB NN VB VB RB JJ JJ NN NN
0.0,The fish was not fresh and the rice tasted old and stale.,fish be not fresh rice taste old stale,NN VB RB JJ NN VB JJ JJ
0.0,So rushing us out was absolutely unnecessary!,so rush be absolutely unnecessary,RB VB VB RB JJ
0.0,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",ask about certain dish be prepare comparison similar other thai restaurant reply be not mcdonald place make thing differently,VB RB JJ NN VB VB NN JJ JJ NN NN VB VB RB VB NN VB NN RB
0.0,Murray won't do it.,murray not do,NN RB VB
0.0,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,order beef noodle soup dish thai section menu nothing get be thai,VB NN JJ NN NN NN NN NN NN VB VB NN
0.0,Dessert is a joke...dont bother,dessert be joke dont,NN VB NN VB
0.0,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,be such rip small meat patty steamed bun not worth try,VB JJ VB JJ NN NN JJ NN RB JJ VB
0.0,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. ",only thing really taste be very salty soy sauce even low sodium vinegar soak rice scallion top fish,JJ NN RB NN VB RB JJ NN NN RB JJ NN NN VB NN NN NN NN
0.0,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",last time order here food be spicy barely eat spice take away flavor dish,JJ NN VB RB NN VB JJ RB VB NN VB RB NN NN
0.0,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas chai chole dhosas dhal be kinda dissapointing,NN NN NN NN NN VB RB NN
0.0,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",never bring complimentary noodle ignore repeated request sugar throw dish table,RB VB JJ NN VB JJ NN NN VB NN NN
0.0,"Bagels are ok, but be sure not to make any special requests!",bagel be be sure not make special request,NN VB VB JJ RB VB JJ NN
0.0,Sauce was watery and the food didn't have much flavor.,sauce be watery food do not have much flavor,NN VB JJ NN VB RB VB JJ NN
0.0,Food was good not great not worth the wait or another visit,food be good not great not wait visit,NN VB JJ RB JJ RB NN NN
0.0,Much of the time it seems like they do not care about you.,much time seem do not care,JJ NN VB VB RB VB
0.0,"We left, never to return.",left never return,VB RB VB
0.0,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,smell stuff old canned vegetable spinach mushroom calzone,VB NN JJ JJ NN NN NN NN
0.0,I just don't understand all the hype...,just do not understand hype,RB VB RB VB NN
0.0,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess waitress be incredibly rude do everything rush,NN NN VB RB JJ VB NN VB
0.0,My chow fun and chow see was really bland and oily.,chow fun chow see be really bland oily,NN NN NN NN VB RB JJ JJ
0.0,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",husband say have eat several more portion be fine even exclaim french fry be best have have,NN VB VB VB JJ RB NN VB NN RB VB JJ NN VB JJ VB VB
0.0,"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",never bring complimentary noodle ignore repeated request sugar throw dish table,RB VB JJ NN VB JJ NN NN VB NN NN
0.0,Be sure not to get anything other than bagels!..,be sure not get anything other bagel,VB JJ RB VB NN JJ NN
0.0,It looked like shredded cheese partly done - still in strips.,look shredded cheese partly do still strip,VB JJ NN RB VB RB NN
0.0,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN
0.0,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",sometimes get bad food bad service sometimes get good good bad service,RB VB JJ NN JJ NN RB VB JJ JJ JJ NN
0.0,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,be downside be order delivery guy have major attitude,VB NN VB VB NN NN VB JJ NN
0.0,I'm not picky - but it was actually gross.,not picky be actually gross,RB JJ VB RB JJ
0.0,The seats are uncomfortable if you are sitting against the wall on wooden benches.,seat be uncomfortable be sit wall wooden bench,NN VB JJ VB VB NN JJ NN
0.0,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",also sandwich near do not come anything chip side,RB NN VB VB RB VB NN NN NN
0.0,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",last time order here food be spicy barely eat spice take away flavor dish,JJ NN VB RB NN VB JJ RB VB NN VB RB NN NN
0.0,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,be such rip small meat patty steamed bun not worth try,VB JJ VB JJ NN NN JJ NN RB JJ VB
0.0,"Even though its good seafood, the prices are too high.",even good seafood price be too high,RB JJ NN NN VB RB JJ
0.0,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,have call mascarpone chocolate chip good far cry name imply,VB VB NN NN NN JJ RB VB NN VB
0.0,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,restaurant be vegetarian be meat dish whatsoever,NN VB JJ VB NN NN RB
0.0,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,wait staff be blantently unappreciative business best pie uws,JJ NN VB RB JJ NN JJ NN NN
0.0,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,be obvious one restaurant have idea about experience japanese cuisine,VB JJ NN NN VB NN RB NN JJ NN
0.0,"Well, this place is so Ghetto its not even funny.",well place be ghetto not even funny,RB NN VB NN RB RB JJ
0.0,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. ",limited menu no so fresh ingredient thinly slice fish fall apart rice,JJ NN RB RB JJ NN RB VB NN VB RB NN
0.0,Good luck getting a table.,good luck get table,JJ NN VB NN
0.0,"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ",well do not find there trust have tell everyone think experience,RB VB RB VB RB NN VB VB NN VB NN
0.0,"They're rude at times, and not very friendly.",re rude time not very friendly,NN JJ NN RB RB JJ
0.0,"Service was slow, but the people were friendly.",service be slow person be friendly,NN VB JJ NN VB JJ
0.0,My chow fun and chow see was really bland and oily.,chow fun chow see be really bland oily,NN NN NN NN VB RB JJ JJ
0.0,Price and quality of fish alone will keep us from making a return visit.,price quality fish alone keep make return visit,NN NN NN RB VB VB NN NN
0.0,"those rolls were big, but not good and sashimi wasn't fresh.",roll be big not good sashimi be not fresh,NN VB JJ RB JJ NN VB RB JJ
0.0,"Even though its good seafood, the prices are too high.",even good seafood price be too high,RB JJ NN NN VB RB JJ
0.0,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",course past month chef staff change be not better,NN JJ NN NN NN VB VB RB JJ
0.0,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",course past month chef staff change be not better,NN JJ NN NN NN VB VB RB JJ
0.0,I'm still mad that i had to pay for lousy food.,still mad have pay lousy food,RB JJ VB VB JJ NN
0.0,The only problem is that the manager is a complete incompetent.,only problem be manager be complete incompetent,JJ NN VB NN VB JJ JJ
0.0,Good luck getting a table.,good luck get table,JJ NN VB NN
0.0,first it took us a long time to find the place.,first take long time find place,JJ VB JJ NN VB NN
0.0,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN
0.0,Fish was overdone.,fish be overdo,NN VB VB
0.0,"They're rude at times, and not very friendly.",re rude time not very friendly,NN JJ NN RB RB JJ
0.0,not sure why this restaurant would be rated that highly.,not sure restaurant be rate highly,RB JJ NN VB VB RB
0.0,Spreads and toppings are great - though a bit pricey.,spread topping be great bit pricey,NN NN VB JJ NN JJ
0.0,"The ambience was nice, but service wasn't so great.",ambience be nice service be not so great,NN VB JJ NN VB RB RB JJ
0.0,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",look menu be not lot choice most be dumpling appetizer section,VB NN VB RB NN NN RB VB NN NN NN
0.0,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",look menu be not lot choice most be dumpling appetizer section,VB NN VB RB NN NN RB VB NN NN NN
0.0,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance atmosphere be great food service have be lot better,NN NN VB JJ NN NN VB VB NN JJ
0.0,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,never have have such dramatic delivery guy lot huffing pant mutter breath live walkup always seem disappoint tip,RB VB VB JJ JJ NN NN NN NN VB VB NN VB NN RB VB VB NN
0.0,But who says Murray's is anything about service.,say murray be anything service,VB JJ VB NN NN
0.0,Was surprisingly disappointed.,be surprisingly disappoint,VB RB VB
0.0,"Service was slow, but the people were friendly.",service be slow person be friendly,NN VB JJ NN VB JJ
0.0,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN
0.0,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",bore inside sushi be pretty average tuna be soggy other roll have flavor,VB NN NN VB RB VB NN VB JJ JJ NN VB NN
0.0,I had to ask her three times before she finally came back with the dish Ive requested.,have ask time finally come back dish ive request,VB VB NN RB VB RB NN VB VB
0.0,No plans to return anytime soon.,plan return anytime soon,NN VB RB RB
0.0,"They're rude at times, and not very friendly.",re rude time not very friendly,NN JJ NN RB RB JJ
0.0,"Told us to sit anywhere, and when we sat he said the table was reserved.",tell sit anywhere sit say table be re-serve,VB VB RB VB VB NN VB VB
0.0,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",food be very good well consider try budget selection wish pork belly order be roast bit longer fat be more melt mouth experience,NN VB RB JJ RB VB VB NN NN VB NN NN VB VB VB NN RB NN VB JJ VB NN NN
0.0,But too far east!,too far east,RB RB JJ
0.0,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff have be nice seem really stressed unisex bathroom need be clean more often,NN VB VB JJ VB RB JJ NN NN NN VB VB RB RB
0.0,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",food be very average thai fusion stuff be bit too sweet thing serve be too sweet here,NN VB RB VB NN NN NN VB NN RB JJ NN VB VB RB JJ RB
0.0,Will never be back.,never be back,RB VB RB
0.0,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,okay do not mind oily part cause most be cook way be way too bland,JJ VB RB VB JJ NN NN RB VB VB NN VB NN RB JJ
0.0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,be here few week back have worst customer service experience restaurant ever,VB RB JJ NN RB VB JJ NN NN NN NN RB
0.0,"those rolls were big, but not good and sashimi wasn't fresh.",roll be big not good sashimi be not fresh,NN VB JJ RB JJ NN VB RB JJ
0.0,We won't go to this place again for a good meal.,not go place again good meal,RB VB NN RB JJ NN
0.0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place be really trendi have forget most important part restaurant food,NN VB RB NN VB VB RB JJ NN NN NN
0.0,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza be deliver cold cheese be not even fully melt,NN VB VB NN NN VB RB RB RB VB
0.0,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN
0.0,The service is awful.,service be awful,NN VB JJ
0.0,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza be deliver cold cheese be not even fully melt,NN VB VB NN NN VB RB RB RB VB
0.0,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,be not really bad pound pastrami do not have much taste ve have better less elsewhere,VB RB RB JJ NN NN VB RB VB JJ NN NN VB RB JJ RB
0.0,"Yes, the prices are high, but I felt it was worth it.",yes price be high felt be worth,RB NN VB JJ NN VB JJ
0.0,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,music blast system isnt great want pay least dollar bottle minimun then love here,NN VB NN VB JJ VB VB JJ NN NN NN RB VB RB
0.0,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",rest dim sum pricey chinatown standard be worth,NN JJ NN JJ JJ NN VB JJ
0.0,This place is not worth the prices.,place be not price,NN VB RB NN
0.0,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas chai chole dhosas dhal be kinda dissapointing,NN NN NN NN NN VB RB NN
0.0,it is not consistent.,be not consistent,VB RB JJ
0.0,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",do not mind pre slice low quality fish unfriendly staff sushi chef look be miserable then be place,VB RB VB VB VB JJ NN JJ JJ NN NN NN VB VB JJ RB VB NN
0.0,The service is awful.,service be awful,NN VB JJ
0.0,skip dessert.,skip dessert,NN NN
0.0,"In fact, it appears he is going to go postal at any moment.",fact appear be go go postal moment,NN VB VB VB VB JJ NN
0.0,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzone be horrific bad vomit induce yuck,NN VB JJ JJ VB VB NN
0.0,IT WAS HORRIBLE.,be horrible,VB JJ
0.0,They wouldnt even let me finish my glass of wine before offering another.,wouldnt even let finish glass wine offer,VB RB VB VB NN NN VB
0.0,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,never have have such dramatic delivery guy lot huffing pant mutter breath live walkup always seem disappoint tip,RB VB VB JJ JJ NN NN NN NN VB VB NN VB NN RB VB VB NN
0.0,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,be such rip small meat patty steamed bun not worth try,VB JJ VB JJ NN NN JJ NN RB JJ VB
0.0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,be relatively new area try pick bgel be disappoint service think food be overated pricey side,VB RB JJ NN VB VB NN VB VB NN VB NN VB JJ JJ NN
0.0,I don't think I would go again.,do not think go again,VB RB VB VB RB
0.0,NO PIZZA 33 for me!,pizza,NN
0.0,"The entree was bland and small, dessert was not inspired.",entree be bland small dessert be not inspire,NN VB JJ JJ NN VB RB VB
0.0,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ
0.0,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",rest dim sum pricey chinatown standard be worth,NN JJ NN JJ JJ NN VB JJ
0.0,"Their calzones are horrific, bad, vomit-inducing, YUCK.",calzone be horrific bad vomit induce yuck,NN VB JJ JJ VB VB NN
0.0,Probably would not go again...,probably not go again,RB RB VB RB
0.0,"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ",well do not find there trust have tell everyone think experience,RB VB RB VB RB NN VB VB NN VB NN
0.0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,be relatively new area try pick bgel be disappoint service think food be overated pricey side,VB RB JJ NN VB VB NN VB VB NN VB NN VB JJ JJ NN
0.0,"those rolls were big, but not good and sashimi wasn't fresh.",roll be big not good sashimi be not fresh,NN VB JJ RB JJ NN VB RB JJ
0.0,IT WAS HORRIBLE.,be horrible,VB JJ
0.0,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",ask about certain dish be prepare comparison similar other thai restaurant reply be not mcdonald place make thing differently,VB RB JJ NN VB VB NN JJ JJ NN NN VB VB RB VB NN VB NN RB
0.0,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak be like rubber tuna be flavorless not mention taste have just be thaw,JJ NN VB JJ NN NN VB JJ RB VB VB VB RB VB VB
0.0,This place is not worth the prices.,place be not price,NN VB RB NN
0.0,But $1 for each small piece???,small piece,JJ NN
0.0,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently ",ask about certain dish be prepare comparison similar other thai restaurant reply be not mcdonald place make thing differently,VB RB JJ NN VB VB NN JJ JJ NN NN VB VB RB VB NN VB NN RB
0.0,Sauce was watery and the food didn't have much flavor.,sauce be watery food do not have much flavor,NN VB JJ NN VB RB VB JJ NN
0.0,It is very overpriced and not very tasty.,be very overpriced not very tasty,VB RB JJ RB RB JJ
0.0,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",wait here be long dim sum do not sharing table typical raucous dim sum atmosphere be not gig be sleek chinatown alternative,NN RB VB JJ JJ NN VB RB NN NN JJ JJ JJ NN NN VB RB NN VB JJ JJ NN
0.0,NO PIZZA 33 for me!,pizza,NN
0.0,It's a rather cramped and busy restaurant and it closes early.,rather cramped busy restaurant close early,RB JJ JJ NN VB RB
0.0,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",have egg benedict brunch be worst entire life try remove hollondaise sauce completely be failed be,VB NN NN NN VB JJ JJ NN VB VB NN NN RB VB JJ VB
0.0,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza be deliver cold cheese be not even fully melt,NN VB VB NN NN VB RB RB RB VB
0.0,The menu is very limited - i think we counted 4 or 5 entrees.,menu be very limit think count entree,NN VB RB VB VB VB VB
0.0,We won't go to this place again for a good meal.,not go place again good meal,RB VB NN RB JJ NN
0.0,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussle be fishiest thing ve ever taste seabass be bland goat cheese salad be miss goat cheese penne chicken have bone be disgusting,NN VB JJ NN NN RB VB NN VB JJ NN NN NN VB VB NN NN NN NN VB NN VB JJ
0.0,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",sometimes get bad food bad service sometimes get good good bad service,RB VB JJ NN JJ NN RB VB JJ JJ JJ NN
0.0,Service was also horrible and the ambience is not that great.,service be also horrible ambience be not great,NN VB RB JJ NN VB RB JJ
0.0,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",svc be bit rude time esp have big group restaurant be,NN VB JJ JJ NN RB VB JJ NN NN VB
0.0,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak be like rubber tuna be flavorless not mention taste have just be thaw,JJ NN VB JJ NN NN VB JJ RB VB VB VB RB VB VB
0.0,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",food be very good well consider try budget selection wish pork belly order be roast bit longer fat be more melt mouth experience,NN VB RB JJ RB VB VB NN NN VB NN NN VB VB VB NN RB NN VB JJ VB NN NN
0.0,The rice was poor quality and was cooked so badly it was hard.,rice be poor quality be cook so badly be hard,NN VB JJ NN VB VB RB RB VB JJ
0.0,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",take mom mother day maitre be pretty rude,VB NN NN NN NN VB JJ JJ
